2012-06-19 23:48:34,2012-06-19 23:48:33,CQH3986,-22.8295666667,-47.0626333333,0,0,False
2012-06-20 02:55:43,2012-06-20 02:55:43,DVS4715,-22.9568166667,-47.1128166667,0,0,False
