"18/05/2012 18:13:55","R. Humaitá, 272, Jardim Martinelli (Sousas), Campinas, SP","-46.96328","-22.880135","0 km/h","Desligada","GPS Válido","null",
"18/05/2012 18:13:45","R. Humaitá, 271, Jardim Martinelli (Sousas), Campinas, SP","-46.963264","-22.880135","0 km/h","Desligada","GPS Válido","null",
"18/05/2012 18:13:06","R. Maria De Almeida Magalhães, 46, Jardim Martinelli (Sousas), Campinas, SP","-46.9629","-22.88035","5 km/h","Ligada","GPS Válido","null",
"18/05/2012 18:12:06","R. Cel. Alfredo Augusto Do Nascimento, 195, Jardim Belmonte (Sousas), Campinas, SP","-46.963013","-22.879484","0 km/h","Ligada","GPS Válido","null",
"18/05/2012 18:11:06","R. Cel. Alfredo Augusto Do Nascimento, 200, Jardim Belmonte (Sousas), Campinas, SP","-46.963055","-22.879467","0 km/h","Ligada","GPS Válido","null",
"18/05/2012 18:10:06","R. Cel. Alfredo Augusto Do Nascimento, 200, Jardim Belmonte (Sousas), Campinas, SP","-46.963055","-22.879467","0 km/h","Ligada","GPS Válido","null",
"18/05/2012 18:09:06","R. Cel. Alfredo Augusto Do Nascimento, 187, Jardim Belmonte (Sousas), Campinas, SP","-46.962963","-22.879534","0 km/h","Ligada","GPS Válido","null",
"18/05/2012 18:08:06","R. Maria De Almeida Magalhães, 109, Jardim Martinelli (Sousas), Campinas, SP","-46.962933","-22.879732","0 km/h","Ligada","GPS Válido","null",
"18/05/2012 18:07:06","R. Maria De Almeida Magalhães, 113, Jardim Martinelli (Sousas), Campinas, SP","-46.962948","-22.8797","0 km/h","Ligada","GPS Válido","null",
"18/05/2012 18:06:06","R. Maria De Almeida Magalhães, 113, Jardim Martinelli (Sousas), Campinas, SP","-46.962883","-22.8797","0 km/h","Ligada","GPS Válido","null",
"18/05/2012 18:05:06","R. Maria De Almeida Magalhães, 111, Jardim Martinelli (Sousas), Campinas, SP","-46.962948","-22.879717","0 km/h","Ligada","GPS Válido","null",
"18/05/2012 18:04:06","R. Cel. Alfredo Augusto Do Nascimento, 192, Jardim Belmonte (Sousas), Campinas, SP","-46.962963","-22.879452","12 km/h","Ligada","GPS Válido","null",
"18/05/2012 18:03:06","R. Maneco Rosa, 41, Jardim Belmonte (Sousas), Campinas, SP","-46.965317","-22.878881","12 km/h","Ligada","GPS Válido","null",
"18/05/2012 18:02:06","R. Isabelita Vieira, 107, Sousas, Campinas, SP","-46.967236","-22.878332","9 km/h","Ligada","GPS Válido","null",
"18/05/2012 18:01:06","Av. Antônio Carlos Couto De Barros, 4231, Vila José Iório, Campinas, SP","-46.970566","-22.881481","50 km/h","Ligada","GPS Válido","null",
"18/05/2012 18:00:06","Av. Antônio Carlos Couto De Barros, 3650, Jardim Rosana (Sousas), Campinas, SP","-46.974033","-22.885448","11 km/h","Ligada","GPS Válido","null",
"18/05/2012 17:59:06","Av. Antônio Carlos Couto De Barros, 3004, Vila Sônia, Campinas, SP","-46.977768","-22.887484","40 km/h","Ligada","GPS Válido","null",
"18/05/2012 17:58:06","Av. Antônio Carlos Couto De Barros, 2384, Jardim Conceição (Sousas), Campinas, SP","-46.983765","-22.889566","42 km/h","Ligada","GPS Válido","null",
"18/05/2012 17:57:06","Av. Antônio Carlos Couto De Barros, 1318, Campinas, SP","-46.991096","-22.892248","48 km/h","Ligada","GPS Válido","null",
"18/05/2012 17:56:06","Av. Antônio Carlos Couto De Barros, 1194, Campinas, SP","-46.999","-22.894697","50 km/h","Ligada","GPS Válido","null",
"18/05/2012 17:55:06","Rod. Heitor Penteado, Jardim Das Palmeiras, Campinas, SP","-47.00792","-22.897266","53 km/h","Ligada","GPS Válido","null",
"18/05/2012 17:54:06","Rod. Heitor Penteado, Jardim Das Palmeiras, Campinas, SP","-47.01665","-22.899364","11 km/h","Ligada","GPS Válido","null",
"18/05/2012 17:53:06","R. Sílvia Siqueira Stevenson, 145, Jardim Das Palmeiras, Campinas, SP","-47.01643","-22.898718","20 km/h","Ligada","GPS Válido","null",
"18/05/2012 17:52:06","Rod. Heitor Penteado, Jardim Das Palmeiras, Campinas, SP","-47.008846","-22.897335","53 km/h","Ligada","GPS Válido","null",
"18/05/2012 17:51:06","Rod. Sp-065, Parque Da Hípica, Campinas, SP","-47.01193","-22.88785","61 km/h","Ligada","GPS Válido","null",
"18/05/2012 17:50:23","Rod. Sp-065, Campinas, SP","-47.014454","-22.881664","55 km/h","Ligada","GPS Válido","null",
"18/05/2012 17:50:06","Rod. Sp-065, Campinas, SP","-47.01533","-22.879301","61 km/h","Ligada","GPS Válido","null",
"18/05/2012 17:49:06","Rod. Sp-065, Campinas, SP","-47.018288","-22.8716","33 km/h","Ligada","GPS Válido","null",
"18/05/2012 17:48:06","Rod. Sp-065, Campinas, SP","-47.02045","-22.866365","46 km/h","Ligada","GPS Válido","null",
"18/05/2012 17:47:06","Rod. Sp-065, Fazenda São Quirino, Campinas, SP","-47.02333","-22.858984","55 km/h","Ligada","GPS Válido","null",
"18/05/2012 17:47:06","Rod. Sp-065, Fazenda São Quirino, Campinas, SP","-47.02333","-22.858984","55 km/h","Ligada","GPS Válido","null",
